date,pollution,dew,temp,press,wnd_spd,snow,rain
2010-01-06 06:00:00,39.40547454393625,-26,-14.0,1033.0,28.6,0,0
2010-01-06 07:00:00,45.41317405818627,-26,-15.0,1034.0,33.52,0,0
2010-01-06 08:00:00,39.24178626575305,-26,-14.0,1034.0,39.33,0,0
2010-01-06 09:00:00,49.76651325247306,-25,-13.0,1035.0,44.25,0,0
2010-01-06 10:00:00,52.28186275003974,-25,-12.0,1035.0,50.06,0,0
2010-01-06 11:00:00,58.97232741678617,-24,-11.0,1035.0,54.98,0,0
2010-01-06 12:00:00,42.75291203417887,-24,-10.0,1034.0,59.0,0,0
2010-01-06 13:00:00,54.80165565451257,-22,-10.0,1033.0,4.02,0,0
2010-01-06 14:00:00,64.14041186535356,-22,-9.0,1033.0,5.81,0,0
2010-01-06 15:00:00,61.82751529046007,-22,-8.0,1033.0,0.89,0,0
2010-01-06 16:00:00,64.59996303507783,-22,-8.0,1033.0,1.79,0,0
2010-01-06 17:00:00,67.75402261169586,-21,-9.0,1033.0,3.58,0,0
2010-01-06 18:00:00,106.49404487523341,-22,-9.0,1033.0,5.37,0,0
2010-01-06 19:00:00,74.22093522131085,-22,-14.0,1034.0,0.89,0,0
2010-01-06 20:00:00,109.77153291401613,-22,-12.0,1035.0,1.79,0,0
2010-01-06 21:00:00,128.45045507264408,-21,-14.0,1034.0,3.58,0,0
2010-01-06 22:00:00,81.57389302118744,-22,-16.0,1035.0,5.37,0,0
2010-01-06 23:00:00,130.55046707346025,-21,-16.0,1035.0,7.16,0,0
2010-01-07 00:00:00,115.73358731597125,-21,-16.0,1035.0,8.95,0,0
2010-01-07 01:00:00,119.87592058615188,-21,-16.0,1035.0,0.45,0,0
2010-01-07 02:00:00,31.984669315508928,-22,-18.0,1036.0,1.34,0,0
2010-01-07 03:00:00,50.561364231044834,-23,-15.0,1036.0,4.02,0,0
2010-01-07 04:00:00,45.568920919232696,-24,-16.0,1035.0,7.15,0,0
2010-01-07 05:00:00,45.525522396017124,-25,-15.0,1035.0,10.28,0,0
2010-01-07 06:00:00,42.242363558753354,-24,-15.0,1035.0,14.3,0,0
2010-01-07 07:00:00,42.340134820620634,-25,-13.0,1036.0,4.92,0,0
2010-01-07 08:00:00,43.81102874113419,-24,-14.0,1036.0,4.02,0,0
2010-01-07 09:00:00,46.38836308586254,-23,-12.0,1036.0,8.94,0,0
2010-01-07 10:00:00,58.665668730125645,-22,-11.0,1036.0,12.96,0,0
2010-01-07 11:00:00,57.02478391492146,-20,-10.0,1036.0,16.09,0,0
2010-01-07 12:00:00,56.44198629832654,-21,-9.0,1035.0,19.22,0,0
2010-01-07 13:00:00,69.57378388489671,-21,-8.0,1034.0,21.01,0,0
2010-01-07 14:00:00,62.95926996583452,-20,-7.0,1033.0,22.8,0,0
2010-01-07 15:00:00,62.82426447494949,-20,-7.0,1032.0,24.59,0,0
2010-01-07 16:00:00,69.09812793696669,-18,-8.0,1032.0,26.38,0,0
2010-01-07 17:00:00,60.21598645272897,-19,-9.0,1032.0,28.17,0,0
2010-01-07 18:00:00,66.1843198357986,-19,-11.0,1032.0,0.89,0,0
2010-01-07 19:00:00,77.75993731092711,-18,-11.0,1033.0,1.79,0,0
2010-01-07 20:00:00,113.04261439596232,-19,-15.0,1032.0,1.79,0,0
2010-01-07 21:00:00,154.7077520521401,-19,-14.0,1032.0,0.45,0,0
2010-01-07 22:00:00,178.7592924172776,-21,-14.0,1032.0,1.34,0,0
2010-01-07 23:00:00,159.8205820065229,-21,-16.0,1032.0,2.23,0,0
2010-01-08 00:00:00,181.93310219831562,-21,-17.0,1031.0,1.79,0,0
2010-01-08 01:00:00,161.16467564603744,-19,-16.0,1031.0,3.58,0,0
2010-01-08 02:00:00,245.3936647675115,-20,-16.0,1031.0,0.89,0,0
2010-01-08 03:00:00,111.76191087670213,-19,-15.0,1030.0,0.89,0,0
2010-01-08 04:00:00,89.22831009934059,-18,-15.0,1030.0,0.45,0,0
2010-01-08 05:00:00,94.4758944101413,-18,-15.0,1029.0,1.34,0,0
2010-01-08 06:00:00,78.29625568752462,-18,-15.0,1029.0,1.79,0,0
2010-01-08 07:00:00,73.68352323177946,-16,-13.0,1029.0,0.89,0,0
2010-01-08 08:00:00,71.56200444534905,-16,-12.0,1029.0,0.89,0,0
2010-01-08 09:00:00,99.05872547221946,-16,-12.0,1030.0,1.78,0,0
2010-01-08 10:00:00,134.7121246220406,-17,-10.0,1030.0,0.89,0,0
2010-01-08 11:00:00,142.73499759412093,-16,-10.0,1029.0,0.89,0,0
2010-01-08 12:00:00,179.99297055822186,-16,-9.0,1028.0,3.13,0,0
2010-01-08 13:00:00,219.87783881554398,-15,-8.0,1026.0,4.92,0,0
2010-01-08 14:00:00,155.13619945263292,-16,-8.0,1026.0,0.89,0,0
2010-01-08 15:00:00,200.34339651559395,-16,-8.0,1025.0,1.78,0,0
2010-01-08 16:00:00,210.54328228108562,-16,-8.0,1025.0,2.67,0,0
2010-01-08 17:00:00,167.16247394271687,-17,-8.0,1025.0,0.89,0,0
2010-01-08 18:00:00,184.9794019032349,-17,-9.0,1026.0,0.45,0,0
2010-01-08 19:00:00,190.93189859126505,-17,-11.0,1026.0,1.34,0,0
2010-01-08 20:00:00,187.50959907110004,-17,-12.0,1026.0,1.79,0,0
2010-01-08 21:00:00,186.71560457251886,-18,-14.0,1027.0,1.79,0,0
2010-01-08 22:00:00,129.91335346670087,-16,-9.0,1027.0,4.92,0,0
2010-01-08 23:00:00,147.37106300548456,-16,-11.0,1027.0,6.71,0,0
2010-01-09 00:00:00,142.93708538191112,-17,-13.0,1027.0,0.89,0,0
2010-01-09 01:00:00,137.9388676970353,-17,-13.0,1027.0,3.13,0,0
2010-01-09 02:00:00,147.65022256751567,-17,-14.0,1027.0,4.92,0,0
2010-01-09 03:00:00,174.31185118684436,-17,-15.0,1027.0,8.05,0,0
2010-01-09 04:00:00,139.0279881401147,-17,-13.0,1027.0,9.84,0,0
2010-01-09 05:00:00,132.8483044800018,-19,-16.0,1027.0,13.86,0,0
2010-01-09 06:00:00,100.70750231253348,-18,-15.0,1027.0,17.88,0,0
2010-01-09 07:00:00,97.95450286519983,-19,-15.0,1027.0,21.9,0,0
2010-01-09 08:00:00,88.71373278260447,-18,-14.0,1028.0,25.92,0,0
2010-01-09 09:00:00,83.46012111150293,-18,-9.0,1029.0,5.81,0,0
2010-01-09 10:00:00,75.33016135474753,-17,-7.0,1029.0,11.62,0,0
2010-01-09 11:00:00,71.57972431655475,-17,-6.0,1030.0,17.43,0,0
2010-01-09 12:00:00,47.689494879440815,-16,-6.0,1029.0,23.24,0,0
2010-01-09 13:00:00,64.0130804752698,-16,-5.0,1029.0,28.16,0,0
2010-01-09 14:00:00,62.565550144445716,-15,-4.0,1029.0,33.08,0,0
2010-01-09 15:00:00,61.33011838581991,-14,-4.0,1028.0,37.1,0,0
2010-01-09 16:00:00,53.55941983952377,-15,-4.0,1029.0,38.89,0,0
2010-01-09 17:00:00,51.90896043364573,-15,-4.0,1030.0,1.79,0,0
2010-01-09 18:00:00,60.88202323621269,-15,-7.0,1030.0,3.13,0,0
2010-01-09 19:00:00,57.382302985469096,-15,-6.0,1031.0,3.13,0,0
2010-01-09 20:00:00,67.76351019652141,-15,-7.0,1032.0,4.92,0,0
2010-01-09 21:00:00,60.876477464026735,-15,-6.0,1032.0,3.13,0,0
2010-01-09 22:00:00,59.08114391670861,-15,-8.0,1033.0,0.45,0,0
2010-01-09 23:00:00,78.7775155793325,-15,-8.0,1033.0,0.9,0,0
2010-01-10 00:00:00,82.39458630768775,-15,-11.0,1033.0,0.89,0,0
2010-01-10 01:00:00,86.60493241603166,-17,-13.0,1033.0,1.78,0,0
2010-01-10 02:00:00,68.57668169542514,-17,-12.0,1033.0,4.91,0,0
2010-01-10 03:00:00,90.20617882234382,-17,-13.0,1033.0,8.04,0,0
2010-01-10 04:00:00,64.32343055958243,-19,-14.0,1032.0,9.83,0,0
2010-01-10 05:00:00,48.29685136222432,-18,-13.0,1032.0,12.96,0,0
2010-01-10 06:00:00,37.57159459734656,-19,-13.0,1032.0,16.09,0,0
2010-01-10 07:00:00,44.46023937315954,-19,-14.0,1033.0,19.22,0,0
2010-01-10 08:00:00,45.847075702529864,-19,-14.0,1034.0,22.35,0,0
2010-01-10 09:00:00,53.31350189878381,-17,-12.0,1033.0,24.14,0,0
2010-01-10 10:00:00,66.08508643903089,-16,-7.0,1033.0,4.02,0,0
2010-01-10 11:00:00,82.079346515358,-15,-7.0,1033.0,3.13,0,0
2010-01-10 12:00:00,81.35122052204918,-15,-7.0,1032.0,6.26,0,0
2010-01-10 13:00:00,62.93098579796836,-14,-6.0,1031.0,9.39,0,0
2010-01-10 14:00:00,79.77040676093247,-14,-6.0,1031.0,12.52,0,0
2010-01-10 15:00:00,74.38437952504151,-13,-5.0,1030.0,14.31,0,0
2010-01-10 16:00:00,77.9659478021591,-14,-5.0,1031.0,16.1,0,0
2010-01-10 17:00:00,94.19779984431014,-14,-6.0,1031.0,19.23,0,0
2010-01-10 18:00:00,85.31505158154876,-13,-7.0,1032.0,23.25,0,0
2010-01-10 19:00:00,85.35142408870374,-15,-6.0,1032.0,27.27,0,0
2010-01-10 20:00:00,68.84444037280429,-15,-6.0,1033.0,30.4,0,0
2010-01-10 21:00:00,34.69596497700803,-15,-4.0,1034.0,35.32,0,0
2010-01-10 22:00:00,42.95067476111208,-16,-4.0,1034.0,44.26,0,0
2010-01-10 23:00:00,41.89935824881165,-17,-5.0,1035.0,52.31,0,0
2010-01-11 00:00:00,43.49892668022049,-17,-6.0,1035.0,60.36,0,0
2010-01-11 01:00:00,47.17471401968534,-17,-8.0,1035.0,0.89,0,0
2010-01-11 02:00:00,41.59516594445953,-19,-11.0,1036.0,4.02,0,0
2010-01-11 03:00:00,36.6340024996079,-20,-11.0,1036.0,8.94,0,0
2010-01-11 04:00:00,38.41358706564113,-21,-11.0,1035.0,4.02,0,0
2010-01-11 05:00:00,37.42699134698186,-22,-12.0,1035.0,3.13,0,0
2010-01-11 06:00:00,37.68184892629507,-22,-12.0,1035.0,4.92,0,0
2010-01-11 07:00:00,41.690477268486255,-22,-13.0,1036.0,5.81,0,0
2010-01-11 08:00:00,40.49966365536564,-22,-9.0,1036.0,13.86,0,0
2010-01-11 09:00:00,38.85682656124595,-22,-10.0,1036.0,21.91,0,0
2010-01-11 10:00:00,46.382892596702874,-22,-9.0,1036.0,29.06,0,0
2010-01-11 11:00:00,45.51296400534073,-21,-9.0,1036.0,33.08,0,0
2010-01-11 12:00:00,46.19360410722121,-20,-6.0,1035.0,42.02,0,0
2010-01-11 13:00:00,47.11853858784973,-19,-5.0,1034.0,50.96,0,0
2010-01-11 14:00:00,33.884293334710996,-19,-5.0,1033.0,59.01,0,0
2010-01-11 15:00:00,46.58944667685114,-20,-5.0,1033.0,66.16,0,0
2010-01-11 16:00:00,33.12838703839123,-20,-5.0,1032.0,71.97,0,0
2010-01-11 17:00:00,36.25589043804043,-20,-5.0,1033.0,76.89,0,0
2010-01-11 18:00:00,36.297797440480274,-20,-7.0,1033.0,81.81,0,0
2010-01-11 19:00:00,40.16233359698154,-22,-7.0,1033.0,85.83,0,0
2010-01-11 20:00:00,42.158628854211656,-22,-8.0,1033.0,89.85,0,0
2010-01-11 21:00:00,48.24813790899437,-23,-10.0,1033.0,91.64,0,0
2010-01-11 22:00:00,39.16891417721739,-23,-13.0,1033.0,93.43,0,0
2010-01-11 23:00:00,35.92275654273921,-22,-12.0,1032.0,0.89,0,0
2010-01-12 00:00:00,42.899904343282174,-22,-15.0,1031.0,1.78,0,0
2010-01-12 01:00:00,40.94667630805691,-22,-14.0,1031.0,1.79,0,0
2010-01-12 02:00:00,57.02631437796954,-22,-14.0,1031.0,0.89,0,0
2010-01-12 03:00:00,41.48715639340171,-24,-18.0,1030.0,1.79,0,0
2010-01-12 04:00:00,33.383255205838054,-24,-13.0,1030.0,3.58,0,0
2010-01-12 05:00:00,30.907521434418285,-25,-14.0,1030.0,3.13,0,0
2010-01-12 06:00:00,34.58163110699434,-24,-14.0,1030.0,7.15,0,0
2010-01-12 07:00:00,33.97884497687747,-25,-12.0,1030.0,12.96,0,0
2010-01-12 08:00:00,39.221341954274884,-26,-14.0,1030.0,16.98,0,0
2010-01-12 09:00:00,34.71971996195983,-25,-12.0,1031.0,21.0,0,0
2010-01-12 10:00:00,37.711435837768335,-25,-11.0,1031.0,26.81,0,0
2010-01-12 11:00:00,43.25217920050683,-24,-11.0,1030.0,35.75,0,0
2010-01-12 12:00:00,44.521212920497696,-23,-11.0,1029.0,47.82,0,0
2010-01-12 13:00:00,41.655612884557954,-22,-11.0,1029.0,63.02,0,0
2010-01-12 14:00:00,42.24042266885366,-23,-11.0,1029.0,75.98,0,0
2010-01-12 15:00:00,42.35820507821957,-22,-11.0,1029.0,88.05,0,0
2010-01-12 16:00:00,39.36107485044324,-23,-11.0,1030.0,101.01,0,0
2010-01-12 17:00:00,44.34732706797256,-24,-11.0,1030.0,109.06,0,0
2010-01-12 18:00:00,45.307736862109536,-24,-11.0,1032.0,118.0,0,0
2010-01-12 19:00:00,44.820360130384415,-23,-11.0,1032.0,126.05,0,0
2010-01-12 20:00:00,50.80385228494967,-23,-12.0,1032.0,134.1,0,0
2010-01-12 21:00:00,43.06250846442774,-24,-12.0,1033.0,142.15,0,0
2010-01-12 22:00:00,41.87537169070963,-23,-12.0,1033.0,150.2,0,0
2010-01-12 23:00:00,42.70914254126696,-23,-12.0,1034.0,160.03,0,0
2010-01-13 00:00:00,35.77471723094631,-24,-12.0,1034.0,169.86,0,0
2010-01-13 01:00:00,38.8613957162164,-24,-12.0,1033.0,178.8,0,0
2010-01-13 02:00:00,33.602871879974614,-25,-12.0,1033.0,189.98,0,0
2010-01-13 03:00:00,35.12920531016513,-24,-13.0,1033.0,198.03,0,0
2010-01-13 04:00:00,36.033107597846765,-25,-12.0,1032.0,205.18,0,0
2010-01-13 05:00:00,34.900856570078,-25,-12.0,1033.0,215.01,0,0
2010-01-13 06:00:00,36.24985749175471,-25,-12.0,1032.0,226.19,0,0
2010-01-13 07:00:00,51.002131134009154,-25,-12.0,1032.0,235.13,0,0
2010-01-13 08:00:00,47.79383116197571,-25,-12.0,1032.0,243.18,0,0
2010-01-13 09:00:00,53.54920836832417,-23,-11.0,1033.0,252.12,0,0
2010-01-13 10:00:00,50.878902895760774,-23,-10.0,1033.0,257.93,0,0
2010-01-13 11:00:00,54.26992495449135,-22,-9.0,1033.0,263.74,0,0
2010-01-13 12:00:00,43.471930801451926,-21,-8.0,1031.0,270.89,0,0
2010-01-13 13:00:00,69.3285546459216,-21,-6.0,1030.0,278.94,0,0
2010-01-13 14:00:00,65.98954336992412,-20,-5.0,1029.0,286.99,0,0
2010-01-13 15:00:00,60.184155583209574,-22,-5.0,1028.0,294.14,0,0
2010-01-13 16:00:00,61.7281833643219,-21,-5.0,1028.0,299.06,0,0
2010-01-13 17:00:00,53.69658797080983,-19,-7.0,1028.0,1.79,0,0
2010-01-13 18:00:00,74.26126408234671,-19,-8.0,1028.0,0.45,0,0
2010-01-13 19:00:00,85.50669036962978,-20,-9.0,1028.0,1.34,0,0
2010-01-13 20:00:00,100.66845591215272,-19,-10.0,1027.0,1.79,0,0
2010-01-13 21:00:00,93.8490081456751,-19,-13.0,1027.0,0.89,0,0
2010-01-13 22:00:00,66.88932650441149,-18,-12.0,1027.0,1.78,0,0
2010-01-13 23:00:00,71.57040342102431,-18,-13.0,1027.0,0.89,0,0
2010-01-14 00:00:00,82.33680218055166,-18,-14.0,1026.0,1.78,0,0
2010-01-14 01:00:00,261.4090489511042,-20,-15.0,1025.0,2.67,0,0
2010-01-14 02:00:00,126.84260638567234,-20,-15.0,1025.0,0.89,0,0
2010-01-14 03:00:00,140.35840350229086,-20,-16.0,1025.0,1.78,0,0
2010-01-14 04:00:00,140.1173660249619,-20,-16.0,1024.0,3.57,0,0
2010-01-14 05:00:00,116.95808195097382,-21,-17.0,1024.0,6.7,0,0
2010-01-14 06:00:00,78.75112048388468,-19,-14.0,1023.0,10.72,0,0
2010-01-14 07:00:00,63.63463446234259,-21,-17.0,1023.0,13.85,0,0
2010-01-14 08:00:00,94.45750947325621,-19,-15.0,1024.0,15.64,0,0
2010-01-14 09:00:00,88.0140827578856,-19,-14.0,1024.0,18.77,0,0
2010-01-14 10:00:00,85.10876017284656,-18,-10.0,1024.0,22.79,0,0
2010-01-14 11:00:00,97.24146467025096,-17,-9.0,1023.0,24.58,0,0
2010-01-14 12:00:00,78.13849193140291,-16,-6.0,1023.0,26.37,0,0
2010-01-14 13:00:00,78.86539830242212,-17,-5.0,1022.0,28.16,0,0
2010-01-14 14:00:00,84.12444161109559,-16,-5.0,1022.0,29.95,0,0
2010-01-14 15:00:00,89.94405374151677,-15,-4.0,1022.0,33.08,0,0
2010-01-14 16:00:00,73.99943624871564,-16,-4.0,1023.0,0.89,0,0
2010-01-14 17:00:00,94.88574034227625,-15,-5.0,1025.0,1.79,0,0
2010-01-14 18:00:00,94.97331374460974,-14,-3.0,1026.0,5.81,0,0
2010-01-14 19:00:00,68.69761976443938,-16,-3.0,1027.0,11.62,0,0
2010-01-14 20:00:00,55.94009520395541,-15,-4.0,1029.0,20.56,0,0
2010-01-14 21:00:00,45.55319442550798,-16,-5.0,1031.0,24.58,0,0
2010-01-14 22:00:00,44.11949539636376,-17,-6.0,1032.0,3.13,0,0
2010-01-14 23:00:00,38.71056982020899,-18,-6.0,1033.0,8.05,0,0
2010-01-15 00:00:00,56.791771730410915,-19,-7.0,1034.0,13.86,0,0
2010-01-15 01:00:00,53.278870507371074,-17,-8.0,1035.0,5.81,0,0
2010-01-15 02:00:00,45.78461951475447,-18,-10.0,1035.0,11.62,0,0
2010-01-15 03:00:00,35.69274064859889,-19,-10.0,1036.0,14.75,0,0
2010-01-15 04:00:00,42.18244537659642,-19,-9.0,1036.0,19.67,0,0
2010-01-15 05:00:00,33.43547243775648,-19,-9.0,1036.0,7.15,0,0
2010-01-15 06:00:00,45.642532101426056,-20,-9.0,1037.0,12.96,0,0
2010-01-15 07:00:00,45.909778137253994,-19,-9.0,1037.0,18.77,0,0
2010-01-15 08:00:00,46.03219411733093,-19,-8.0,1038.0,22.79,0,0
2010-01-15 09:00:00,48.86592648204696,-19,-8.0,1039.0,28.6,0,0
2010-01-15 10:00:00,46.061844858075816,-19,-7.0,1039.0,35.75,0,0
2010-01-15 11:00:00,44.7427523546899,-18,-6.0,1039.0,41.56,0,0
2010-01-15 12:00:00,45.36188936163727,-18,-5.0,1039.0,45.58,0,0
2010-01-15 13:00:00,50.460856846179304,-17,-4.0,1038.0,1.79,0,0
2010-01-15 14:00:00,52.83873209312871,-16,-3.0,1037.0,0.89,0,0
2010-01-15 15:00:00,52.7067763634609,-17,-3.0,1037.0,1.78,0,0
2010-01-15 16:00:00,53.48295148482519,-17,-2.0,1037.0,2.23,0,0
2010-01-15 17:00:00,80.2812842560165,-15,-5.0,1036.0,0.89,0,0
2010-01-15 18:00:00,91.25473350581835,-15,-6.0,1036.0,0.89,0,0
2010-01-15 19:00:00,93.79004523098493,-15,-6.0,1037.0,1.78,0,0
2010-01-15 20:00:00,90.5451165567585,-14,-6.0,1037.0,1.79,0,0
